Name,Label,Question
221,18,12
222,18,14
223,18,18
224,18,18
225,18,23
226,18,23
227,18,23
228,18,23
229,19,2
230,19,5
231,19,7
232,19,8
233,19,13
234,19,14
235,19,17
236,19,19
237,19,20
238,19,22
239,19,23
240,20,4
241,20,5
242,20,7
243,20,7
244,20,7
245,20,8
246,20,8
247,20,8
248,20,10
249,20,10
250,20,13
251,20,16
252,20,16
253,20,17
254,20,17
255,20,17
256,20,19
257,20,19
258,20,23
259,20,23
260,20,25
261,21,2
262,21,5
263,21,6
264,21,8
265,21,11
266,21,15
267,21,18
268,22,3
269,22,5
270,22,6
271,22,8
272,22,9
273,22,12
274,22,12
275,22,14
276,22,15
277,22,17
278,22,18
279,22,18
280,22,20
281,23,3
282,23,9
283,23,11
284,23,12
285,23,14
286,23,18
287,23,20
288,23,21
289,24,3
290,24,3
291,24,3
292,24,4
293,24,7
294,24,9
295,24,10
296,24,12
297,24,13
298,24,15
299,24,16
300,24,21
301,24,22
302,24,24
303,25,3
304,25,3
305,25,5
306,25,10
307,25,11
308,25,15
309,25,17
310,25,20
311,25,23
312,25,24
313,26,2
314,26,4
315,26,7
316,26,7
317,26,9
318,26,9
319,26,10
320,26,12
321,26,12
322,26,13
323,26,16
324,26,18
325,26,19
326,26,19
327,26,19
328,26,21
329,27,2
330,27,2
331,27,8
332,27,9
333,27,11
334,27,11
335,27,12
336,27,15
337,27,18
338,27,21
339,27,23
340,27,24
341,27,24
342,28,3
343,28,5
344,28,8
345,28,12
346,28,17
347,28,17
348,28,18
349,28,23
350,29,3
351,29,5
352,29,6
353,29,6
354,29,8
355,29,9
356,29,11
357,29,15
358,29,17
359,29,18
360,29,20
361,29,20
362,29,21
363,29,24
364,30,2
365,30,3
366,30,9
367,30,11
368,30,12
369,30,14
370,30,15
371,30,17
372,30,18
373,30,18
374,30,21
375,30,21
376,30,24
377,31,3
378,31,6
379,31,11
380,31,14
381,31,15
382,31,18
383,31,20
384,31,23
385,31,23
386,31,24
387,32,2
388,32,3
389,32,3
390,32,5
391,32,12
392,32,12
393,32,14
394,32,14
395,32,15
396,32,17
397,32,17
398,32,18
399,32,20
400,32,21
401,32,23
402,33,2
403,33,6
404,33,8
405,33,15
406,33,18
407,33,20
408,33,23
409,33,23
410,33,24
411,34,2
412,34,5
413,34,6
414,34,6
415,34,6
416,34,6
417,34,8
418,34,8
419,34,11
420,34,15
421,34,20
422,34,23
423,34,24
424,35,2
425,35,5
426,35,11
427,35,11
428,35,12
429,35,14
430,35,17
431,35,20
432,35,20
433,35,20
434,35,21
435,35,24
436,36,1
437,36,1
438,36,2
439,36,5
440,36,7
441,36,7
442,36,8
443,36,8
444,36,8
445,36,10
446,36,11
447,36,11
448,36,14
449,36,17
450,36,17
451,36,17
452,36,20
453,37,7
454,37,9
455,37,10
456,37,10
457,37,12
458,37,13
459,37,13
460,37,13
461,37,15
462,37,16
463,37,18
464,37,18
465,37,18
466,37,19
467,37,19
468,37,21
469,37,22
470,37,24
471,37,25
472,38,7
473,38,7
474,38,8
475,38,10
476,38,11
477,38,13
478,38,14
479,38,16
480,38,17
481,38,22
482,38,22
483,38,22
484,38,25
485,38,25
486,39,2
487,39,3
488,39,6
489,39,6
490,39,9
491,39,9
492,39,9
493,39,9
494,39,11
495,39,12
496,39,14
497,39,15
498,39,17
499,39,17
500,39,17
501,39,18
502,39,18
503,39,20
504,39,21
505,39,23
506,39,23
507,39,24
508,40,5
509,40,5
510,40,6
511,40,8
512,40,9
513,40,11
514,40,11
515,40,14
516,40,15
517,40,17
518,40,20
519,40,21
520,40,23
521,41,1
522,41,2
523,41,4
524,41,5
525,41,9
526,41,10
527,41,11
528,41,14
529,41,14
530,41,17
531,41,17
532,41,20
533,41,23
534,41,25
535,42,3
536,42,4
537,42,6
538,42,7
539,42,9
540,42,9
541,42,10
542,42,12
543,42,12
544,42,13
545,42,15
546,42,16
547,42,19
548,42,21
549,42,22
550,42,22
551,42,24
552,43,2
553,43,9
554,43,15
555,43,17
556,43,17
557,43,17
558,43,17
559,43,18
560,43,20
561,43,20
562,43,20
563,43,21
564,43,23
565,43,23
566,43,23
567,43,24
568,43,24
569,44,3
570,44,5
571,44,6
572,44,6
573,44,8
574,44,11
575,44,12
576,44,14
577,44,15
578,44,17
579,44,17
580,44,18
581,44,24
582,45,2
583,45,5
584,45,6
585,45,12
586,45,15
587,45,17
588,45,17
589,45,18
590,45,20
591,45,23
592,45,24
593,45,24
594,46,1
595,46,4
596,46,5
597,46,10
598,46,14
599,46,14
600,46,14
601,46,16
602,46,20
603,46,20
604,46,22
605,46,23
606,46,25
607,47,3
608,47,3
609,47,4
610,47,7
611,47,10
612,47,14
613,47,14
614,47,16
615,47,18
616,47,19
617,48,2
618,48,5
619,48,6
620,48,11
621,48,12
622,48,14
623,48,15
624,48,17
625,48,24
626,49,2
627,49,3
628,49,3
629,49,3
630,49,6
631,49,6
632,49,14
633,49,15
634,49,15
635,49,17
636,49,21
637,49,21
638,50,6
639,50,6
640,50,14
641,50,15
642,50,17
643,50,21
644,50,24
645,51,2
646,51,2
647,51,9
648,51,9
649,51,9
650,51,11
651,51,11
652,51,12
653,51,12
654,51,15
655,51,15
656,51,20
657,51,21
658,51,21
659,51,24
660,51,24
661,51,24
662,52,3
663,52,4
664,52,4
665,52,6
666,52,7
667,52,9
668,52,10
669,52,13
670,52,13
671,52,15
672,52,15
673,52,16
674,52,16
675,52,21
676,52,25
677,53,1
678,53,4
679,53,7
680,53,7
681,53,7
682,53,10
683,53,13
684,53,14
685,53,16
686,53,16
687,53,17
688,53,19
689,53,20
690,53,22
691,53,23
692,54,3
693,54,5
694,54,5
695,54,9
696,54,12
697,54,14
698,54,15
699,54,17
700,54,21
701,54,21
702,54,24
703,54,24
704,55,2
705,55,9
706,55,11
707,55,12
708,55,14
709,55,17
710,55,18
711,55,18
712,55,20
713,55,21
714,56,3
715,56,5
716,56,6
717,56,8
718,56,14
719,56,15
720,56,17
721,56,20
722,56,23
723,57,1
724,57,2
725,57,5
726,57,5
727,57,8
728,57,11
729,57,11
730,57,13
731,57,14
732,57,16
733,57,17
734,57,20
735,58,2
736,58,3
737,58,3
738,58,3
739,58,5
740,58,6
741,58,8
742,58,8
743,58,12
744,58,14
745,58,20
746,58,20
747,58,20
748,58,23
749,58,24
750,59,2
751,59,2
752,59,3
753,59,5
754,59,8
755,59,9
756,59,11
757,59,14
758,59,14
759,59,18
760,59,20
761,59,21
762,59,21
763,59,21
764,59,23
765,59,24
766,60,3
767,60,3
768,60,3
769,60,4
770,60,6
771,60,6
772,60,7
773,60,9
774,60,9
775,60,9
776,60,12
777,60,16
778,60,22
779,60,25
780,60,25
781,61,6
782,61,8
783,61,9
784,61,11
785,61,11
786,61,14
787,61,15
788,61,15
789,61,17
790,61,18
791,61,20
792,61,23
793,61,23
794,61,24
795,62,3
796,62,3
797,62,5
798,62,9
799,62,11
800,62,12
801,62,12
802,62,14
803,62,14
804,62,15
805,62,17
806,62,17
807,62,18
808,62,21
809,62,23
810,62,24
811,63,7
812,63,10
813,63,13
814,63,13
815,63,15
816,63,16
817,63,19
818,63,19
819,63,21
820,63,24
821,64,2
822,64,3
823,64,3
824,64,9
825,64,9
826,64,11
827,64,15
828,64,18
829,64,20
830,64,21
831,64,24
832,65,1
833,65,2
834,65,2
835,65,5
836,65,8
837,65,13
838,65,14
839,65,17
840,65,17
841,65,17
842,65,19
843,65,22
844,65,23
845,66,5
846,66,5
847,66,5
848,66,5
849,66,14
850,66,15
851,66,17
852,66,17
853,66,21
854,66,23
855,67,3
856,67,5
857,67,6
858,67,8
859,67,12
860,67,21
861,67,24
862,67,25
863,68,5
864,68,9
865,68,14
866,68,14
867,68,14
868,68,14
869,68,15
870,68,17
871,68,20
872,68,23
873,68,23
874,68,24
875,69,2
876,69,11
877,69,12
878,69,14
879,69,17
880,69,18
881,69,20
882,69,21
883,69,23
884,69,23
885,69,24
886,70,3
887,70,6
888,70,6
889,70,7
890,70,7
891,70,7
892,70,9
893,70,10
894,70,12
895,70,15
896,70,18
897,70,19
898,70,22
899,70,24
900,70,25
901,70,25
902,71,3
903,71,4
904,71,4
905,71,6
906,71,7
907,71,15
908,71,16
909,71,18
910,71,19
911,71,22
912,71,24
913,71,25
914,72,5
915,72,6
916,72,9
917,72,12
918,72,14
919,72,18
920,72,20
921,73,6
922,73,9
923,73,11
924,73,12
925,73,12
926,73,14
927,73,15
928,73,18
929,73,21
930,73,23
931,73,23
932,73,24
933,73,24
934,74,2
935,74,5
936,74,8
937,74,11
938,74,11
939,74,11
940,74,11
941,74,12
942,74,15
943,74,15
944,74,21
945,74,21
946,74,23
947,74,23
948,74,23
949,75,3
950,75,4
951,75,7
952,75,9
953,75,10
954,75,10
955,75,10
956,75,12
957,75,12
958,75,16
959,75,18
960,75,19
961,76,4
962,76,6
963,76,7
964,76,9
965,76,10
966,76,12
967,76,13
968,76,18
969,76,18
970,76,22
971,76,24
972,76,24
973,76,24
974,77,3
975,77,6
976,77,9
977,77,15
978,77,17
979,77,17
980,77,20
981,77,21
982,78,2
983,78,8
984,78,13
985,78,13
986,78,14
987,78,14
988,78,17
989,78,17
990,78,17
991,78,17
992,78,17
993,78,17
994,79,3
995,79,4
996,79,6
997,79,9
998,79,18
999,79,21
1000,79,22
1001,79,22
1002,80,3
1003,80,3
1004,80,3
1005,80,6
1006,80,8
1007,80,8
1008,80,8
1009,80,11
1010,80,14
1011,80,16
1012,80,17
1013,80,17
1014,80,22
1015,80,23
1016,80,25
1017,81,3
1018,81,4
1019,81,6
1020,81,6
1021,81,9
1022,81,9
1023,81,12
1024,81,12
1025,81,13
1026,81,13
1027,81,15
1028,81,15
1029,81,19
1030,81,21
1031,81,24
1032,82,2
1033,82,3
1034,82,7
1035,82,13
1036,82,15
1037,82,16
1038,82,18
1039,82,21
1040,82,21
1041,82,21
1042,82,25
1043,83,3
1044,83,6
1045,83,8
1046,83,11
1047,83,11
1048,83,11
1049,83,12
1050,83,15
1051,83,20
1052,83,21
1053,84,2
1054,84,4
1055,84,5
1056,84,7
1057,84,14
1058,84,19
1059,84,20
1060,84,22
1061,84,22
1062,85,3
1063,85,7
1064,85,9
1065,85,9
1066,85,13
1067,85,16
1068,85,19
1069,85,19
1070,85,21
1071,85,22
1072,85,24
1073,85,25
1074,86,2
1075,86,3
1076,86,6
1077,86,9
1078,86,14
1079,86,14
1080,86,15
1081,86,15
1082,86,15
1083,86,17
1084,86,17
1085,86,20
1086,86,23
1087,86,24
1088,87,1
1089,87,1
1090,87,2
1091,87,2
1092,87,5
1093,87,8
1094,87,8
1095,87,10
1096,87,11
1097,87,13
1098,87,14
1099,87,18
1100,87,18
1101,87,18
1102,87,23
1103,88,2
1104,88,2
1105,88,2
1106,88,6
1107,88,9
1108,88,11
1109,88,11
1110,88,12
1111,88,14
1112,88,18
1113,88,18
1114,88,21
1115,88,23
1116,88,23
1117,88,24
1118,88,24
1119,88,24
1120,88,24
1121,89,2
1122,89,2
1123,89,3
1124,89,5
1125,89,6
1126,89,15
1127,89,23
1128,89,23
1129,89,24
1130,90,3
1131,90,6
1132,90,7
1133,90,7
1134,90,9
1135,90,9
1136,90,10
1137,90,10
1138,90,12
1139,90,12
1140,90,13
1141,90,15
1142,90,16
1143,90,24
1144,91,3
1145,91,5
1146,91,6
1147,91,9
1148,91,12
1149,91,15
1150,91,17
1151,91,20
1152,91,24
1153,92,5
1154,92,8
1155,92,10
1156,92,11
1157,92,14
1158,92,14
1159,92,14
1160,92,15
1161,92,21
1162,92,24
1163,93,5
1164,93,5
1165,93,5
1166,93,5
1167,93,11
1168,93,14
1169,93,18
1170,93,18
1171,93,20
1172,94,3
1173,94,3
1174,94,3
1175,94,6
1176,94,6
1177,94,10
1178,94,12
1179,94,15
1180,94,15
1181,94,16
1182,94,18
1183,94,21
1184,94,24
1185,94,25
1186,95,2
1187,95,3
1188,95,3
1189,95,6
1190,95,8
1191,95,9
1192,95,11
1193,95,15
1194,95,15
1195,95,17
1196,95,18
1197,95,18
1198,95,23
1199,95,24
1200,95,24
1201,96,3
1202,96,3
1203,96,4
1204,96,6
1205,96,7
1206,96,7
1207,96,9
1208,96,10
1209,96,10
1210,96,12
1211,96,13
1212,96,13
1213,96,15
1214,96,15
1215,96,18
1216,96,19
1217,96,22
1218,96,24
1219,97,3
1220,97,7
1221,97,13
1222,97,13
1223,97,16
1224,97,19
1225,97,21
1226,97,22
1227,97,24
1228,98,3
1229,98,6
1230,98,7
1231,98,7
1232,98,9
1233,98,10
1234,98,12
1235,98,12
1236,98,16
1237,98,25
1238,99,8
1239,99,8
1240,99,9
1241,99,12
1242,99,17
1243,99,21
1244,99,24
1245,100,2
1246,100,2
1247,100,3
1248,100,6
1249,100,9
1250,100,9
1251,100,11
1252,100,12
1253,100,12
1254,100,14
1255,100,23
1256,100,23
1257,100,24
1258,101,1
1259,101,2
1260,101,4
1261,101,7
1262,101,11
1263,101,16
1264,101,17
1265,101,19
1266,101,20
1267,101,22
1268,101,23
1269,102,7
1270,102,8
1271,102,10
1272,102,14
1273,102,23
1274,103,3
1275,103,4
1276,103,6
1277,103,9
1278,103,10
1279,103,12
1280,103,13
1281,103,13
1282,103,13
1283,103,15
1284,103,18
1285,103,19
1286,103,21
1287,103,22
1288,104,2
1289,104,3
1290,104,6
1291,104,12
1292,104,14
1293,104,15
1294,104,18
1295,104,20
1296,104,23
1297,104,23
1298,104,23
1299,104,24
1300,104,24
1301,105,3
1302,105,6
1303,105,6
1304,105,15
1305,105,16
1306,105,18
1307,105,21
1308,105,24
1309,106,2
1310,106,3
1311,106,6
1312,106,9
1313,106,11
1314,106,12
1315,106,14
1316,106,15
1317,106,18
1318,106,20
1319,106,21
1320,106,21
1321,106,24
1322,106,24
1323,107,9
1324,107,14
1325,107,14
1326,107,14
1327,107,17
1328,107,18
1329,107,20
1330,107,24
1331,108,2
1332,108,3
1333,108,5
1334,108,9
1335,108,11
1336,108,12
1337,108,14
1338,108,21
1339,108,24
1340,109,3
1341,109,4
1342,109,9
1343,109,9
1344,109,9
1345,109,10
1346,109,10
1347,109,12
1348,109,12
1349,109,13
1350,109,13
1351,109,13
1352,109,16
1353,109,16
1354,109,19
1355,109,21
1356,109,22
1357,109,22
1358,110,2
1359,110,3
1360,110,5
1361,110,6
1362,110,8
1363,110,9
1364,110,11
1365,110,12
1366,110,15
1367,110,17
1368,110,18
1369,110,18
1370,110,20
1371,110,21
1372,110,23
1373,111,3
1374,111,6
1375,111,6
1376,111,7
1377,111,10
1378,111,10
1379,111,21
1380,111,22
1381,111,24
1382,111,24
1383,111,25
1384,112,3
1385,112,5
1386,112,8
1387,112,11
1388,112,14
1389,112,17
1390,112,23
1391,112,23
1392,112,23
1393,113,3
1394,113,5
1395,113,6
1396,113,8
1397,113,9
1398,113,12
1399,113,12
1400,113,14
1401,113,14
1402,113,15
1403,113,17
1404,113,18
1405,113,20
1406,113,21
1407,113,24
1408,114,3
1409,114,4
1410,114,7
1411,114,10
1412,114,12
1413,114,12
1414,114,13
1415,114,13
1416,114,15
1417,114,16
1418,114,18
1419,114,20
1420,114,22
1421,114,25
1422,115,3
1423,115,8
1424,115,8
1425,115,8
1426,115,11
1427,115,17
1428,115,24
1429,116,3
1430,116,5
1431,116,6
1432,116,6
1433,116,6
1434,116,8
1435,116,11
1436,116,14
1437,116,18
1438,116,20
1439,116,21
1440,117,2
1441,117,6
1442,117,8
1443,117,8
1444,117,11
1445,117,15
1446,117,15
1447,117,17
1448,117,21
1449,117,23
1450,118,4
1451,118,6
1452,118,7
1453,118,11
1454,118,11
1455,118,11
1456,118,12
1457,118,15
1458,118,16
1459,118,19
1460,118,22
1461,118,22
1462,118,24
1463,118,25
1464,119,4
1465,119,6
1466,119,7
1467,119,10
1468,119,10
1469,119,13
1470,119,18
1471,119,19
1472,119,21
1473,119,25
1474,120,2
1475,120,3
1476,120,6
1477,120,9
1478,120,11
1479,120,11
1480,120,14
1481,120,15
1482,120,20
1483,120,20
1484,120,20
1485,120,21
1486,120,23
1487,120,24
1488,121,2
1489,121,3
1490,121,3
1491,121,5
1492,121,6
1493,121,8
1494,121,9
1495,121,12
1496,121,14
1497,121,15
1498,121,15
1499,121,15
1500,121,15
1501,121,17
1502,121,18
1503,121,18
1504,121,24
1505,122,3
1506,122,6
1507,122,6
1508,122,7
1509,122,7
1510,122,10
1511,122,13
1512,122,16
1513,122,16
1514,122,21
1515,122,22
1516,123,3
1517,123,4
1518,123,6
1519,123,9
1520,123,12
1521,123,12
1522,123,19
1523,123,21
1524,123,22
1525,124,2
1526,124,2
1527,124,3
1528,124,5
1529,124,9
1530,124,11
1531,124,12
1532,124,14
1533,124,14
1534,124,17
1535,124,20
1536,124,21
1537,124,21
1538,124,23
1539,124,23
1540,124,24
1541,125,3
1542,125,4
1543,125,4
1544,125,6
1545,125,7
1546,125,9
1547,125,15
1548,125,16
1549,125,19
1550,125,21
1551,125,22
1552,126,1
1553,126,2
1554,126,7
1555,126,7
1556,126,8
1557,126,8
1558,126,14
1559,126,17
1560,126,19
1561,126,20
1562,126,22
1563,126,22
1564,126,22
1565,126,22
1566,126,22
1567,127,2
1568,127,2
1569,127,7
1570,127,7
1571,127,13
1572,127,13
1573,127,16
1574,127,17
1575,127,17
1576,127,20
1577,127,22
1578,127,23
1579,127,23
1580,128,3
1581,128,3
1582,128,3
1583,128,4
1584,128,12
1585,128,13
1586,128,13
1587,128,13
1588,128,15
1589,128,16
1590,128,18
1591,128,19
1592,128,21
1593,128,22
1594,128,24
1595,128,25
1596,129,2
1597,129,8
1598,129,10
1599,129,11
1600,129,16
1601,129,17
1602,129,17
1603,129,19
1604,129,20
1605,129,23
1606,130,3
1607,130,6
1608,130,8
1609,130,9
1610,130,9
1611,130,11
1612,130,12
1613,130,14
1614,130,15
1615,130,17
1616,130,21
1617,131,2
1618,131,6
1619,131,9
1620,131,11
1621,131,12
1622,131,14
1623,131,17
1624,131,18
1625,131,24
1626,131,24
1627,132,2
1628,132,3
1629,132,9
1630,132,11
1631,132,12
1632,132,17
1633,132,18
1634,132,21
1635,132,23
1636,132,24
1637,132,24
1638,132,24
1639,133,2
1640,133,5
1641,133,6
1642,133,8
1643,133,12
1644,133,12
1645,133,17
1646,133,18
1647,133,20
1648,133,21
1649,133,21
1650,133,21
1651,133,23
1652,133,24
1653,133,24
1654,134,1
1655,134,1
1656,134,7
1657,134,8
1658,134,8
1659,134,8
1660,134,11
1661,134,11
1662,134,11
1663,134,13
1664,134,14
1665,134,16
1666,134,17
1667,134,19
1668,134,20
1669,134,22
1670,134,23
1671,134,23
1672,135,2
1673,135,2
1674,135,5
1675,135,6
1676,135,9
1677,135,11
1678,135,17
1679,135,20
1680,135,20
1681,135,21
1682,135,23
1683,135,23
1684,136,4
1685,136,5
1686,136,7
1687,136,11
1688,136,13
1689,136,16
1690,136,16
1691,136,16
1692,136,17
1693,136,19
1694,136,19
1695,136,22
1696,137,1
1697,137,4
1698,137,7
1699,137,8
1700,137,8
1701,137,10
1702,137,10
1703,137,14
1704,137,17
1705,137,17
1706,137,17
1707,137,20
1708,137,23
1709,138,4
1710,138,6
1711,138,7
1712,138,9
1713,138,12
1714,138,13
1715,138,15
1716,138,19
1717,138,19
1718,138,21
1719,138,22
1720,138,24
1721,138,24
1722,138,24
1723,139,1
1724,139,1
1725,139,1
1726,139,2
1727,139,4
1728,139,5
1729,139,7
1730,139,10
1731,139,10
1732,139,14
1733,139,16
1734,139,17
1735,139,19
1736,139,22
1737,139,23
1738,139,23
1739,139,23
1740,139,23
1741,140,2
1742,140,3
1743,140,3
1744,140,9
1745,140,11
1746,140,11
1747,140,14
1748,140,15
1749,140,18
1750,140,20
1751,140,20
1752,140,21
1753,141,1
1754,141,2
1755,141,4
1756,141,6
1757,141,8
1758,141,9
1759,141,14
1760,141,15
1761,141,17
1762,141,20
1763,141,21
1764,141,21
1765,141,23
1766,141,24
1767,142,2
1768,142,3
1769,142,5
1770,142,5
1771,142,6
1772,142,9
1773,142,12
1774,142,12
1775,142,14
1776,142,18
1777,142,20
1778,142,23
1779,142,24
1780,143,2
1781,143,5
1782,143,6
1783,143,6
1784,143,9
1785,143,11
1786,143,11
1787,143,11
1788,143,14
1789,143,14
1790,143,14
1791,143,14
1792,143,15
1793,143,17
1794,143,17
1795,143,18
1796,143,20
1797,143,20
1798,143,21
1799,143,23
1800,143,24
1801,144,2
1802,144,6
1803,144,9
1804,144,11
1805,144,12
1806,144,14
1807,144,15
1808,144,17
1809,144,18
1810,144,18
1811,144,20
1812,144,21
1813,144,24
1814,145,2
1815,145,12
1816,145,12
1817,145,14
1818,145,15
1819,145,17
1820,145,18
1821,145,20
1822,145,21
1823,145,23
1824,146,2
1825,146,3
1826,146,5
1827,146,6
1828,146,6
1829,146,9
1830,146,11
1831,146,15
1832,146,17
1833,146,20
1834,146,21
1835,146,23
1836,146,24
1837,147,4
1838,147,4
1839,147,5
1840,147,5
1841,147,5
1842,147,10
1843,147,11
1844,147,14
1845,147,16
1846,147,17
1847,147,22
1848,147,23
1849,148,3
1850,148,3
1851,148,6
1852,148,12
1853,148,14
1854,148,15
1855,148,17
1856,148,17
1857,148,18
1858,148,21
1859,148,23
1860,148,24
1861,148,24
1862,149,3
1863,149,4
1864,149,9
1865,149,10
1866,149,13
1867,149,15
1868,149,16
1869,149,18
1870,149,19
1871,149,19
1872,149,19
1873,149,19
1874,149,22
1875,149,22
1876,149,24
1877,149,25
1878,149,25
1879,150,1
1880,150,2
1881,150,5
1882,150,7
1883,150,8
1884,150,13
1885,150,16
1886,150,17
1887,150,19
1888,150,20
1889,150,23
1890,151,1
1891,151,1
1892,151,1
1893,151,3
1894,151,3
1895,151,4
1896,151,6
1897,151,7
1898,151,9
1899,151,10
1900,151,10
1901,151,10
1902,151,12
1903,151,13
1904,151,13
1905,151,15
1906,151,16
1907,151,18
1908,151,19
1909,151,22
1910,151,24
1911,151,24
1912,151,25
1913,151,25
1914,151,25
1915,152,1
1916,152,2
1917,152,2
1918,152,4
1919,152,5
1920,152,7
1921,152,8
1922,152,13
1923,152,14
1924,152,16
1925,152,19
1926,152,20
1927,152,23
1928,153,3
1929,153,5
1930,153,6
1931,153,8
1932,153,12
1933,153,14
1934,153,15
1935,153,15
1936,153,17
1937,153,18
1938,153,21
1939,153,23
1940,154,1
1941,154,2
1942,154,4
1943,154,8
1944,154,8
1945,154,13
1946,154,16
1947,154,20
1948,154,23
1949,155,1
1950,155,1
1951,155,2
1952,155,4
1953,155,7
1954,155,10
1955,155,10
1956,155,13
1957,155,13
1958,155,16
1959,155,17
1960,155,20
1961,155,20
1962,155,23
1963,156,7
1964,156,11
1965,156,11
1966,156,11
1967,156,13
1968,156,14
1969,156,16
1970,156,17
1971,156,20
1972,156,22
1973,156,22
1974,156,23
1975,157,3
1976,157,4
1977,157,7
1978,157,7
1979,157,9
1980,157,10
1981,157,10
1982,157,12
1983,157,12
1984,157,12
1985,157,13
1986,157,15
1987,157,16
1988,157,18
1989,157,19
1990,157,21
1991,157,21
1992,157,22
1993,158,3
1994,158,3
1995,158,5
1996,158,6
1997,158,9
1998,158,9
1999,158,9
2000,158,11
2001,158,11
2002,158,14
2003,158,15
2004,158,20
2005,158,21
2006,158,23
2007,159,1
2008,159,1
2009,159,2
2010,159,4
2011,159,5
2012,159,7
2013,159,8
2014,159,10
2015,159,11
2016,159,11
2017,159,13
2018,159,14
2019,159,14
2020,159,16
2021,159,16
2022,159,17
2023,159,19
2024,159,20
2025,159,23
2026,160,2
2027,160,3
2028,160,8
2029,160,9
2030,160,11
2031,160,11
2032,160,12
2033,160,15
2034,160,18
2035,160,18
2036,160,20
2037,160,21
2038,160,23
2039,160,23
2040,160,23
2041,160,23
2042,160,23
2043,160,24
2044,161,3
2045,161,3
2046,161,4
2047,161,7
2048,161,9
2049,161,12
2050,161,13
2051,161,13
2052,161,15
2053,161,16
2054,161,16
2055,161,18
2056,161,18
2057,161,19
2058,161,22
2059,161,24
2060,161,24
2061,161,25
2062,161,25
2063,162,3
2064,162,4
2065,162,4
2066,162,7
2067,162,9
2068,162,10
2069,162,12
2070,162,13
2071,162,13
2072,162,15
2073,162,16
2074,162,18
2075,162,19
2076,162,22
2077,162,24
2078,162,25
2079,163,4
2080,163,4
2081,163,6
2082,163,7
2083,163,7
2084,163,9
2085,163,10
2086,163,12
2087,163,12
2088,163,13
2089,163,16
2090,163,19
2091,163,19
2092,163,21
2093,163,21
2094,163,22
2095,163,22
2096,163,22
2097,163,24
2098,163,25
2099,163,25
2100,163,25
2101,164,2
2102,164,2
2103,164,5
2104,164,5
2105,164,8
2106,164,8
2107,164,9
2108,164,12
2109,164,12
2110,164,14
2111,164,14
2112,164,15
2113,164,15
2114,164,15
2115,164,17
2116,164,18
2117,164,20
2118,164,21
2119,164,23
2120,164,24
2121,164,24
2122,165,4
2123,165,4
2124,165,6
2125,165,7
2126,165,9
2127,165,10
2128,165,12
2129,165,15
2130,165,15
2131,165,16
2132,165,18
2133,165,18
2134,165,19
2135,165,21
2136,165,22
2137,165,24
2138,166,3
